Date,Product,Category,Quantity,Unit_Price,Sales,Region
2023-03-24,Heavy-Duty Stapler & Staples,Office Supplies,2,24.4,48.8,North
2022-02-18,Smartphone Ultra,Technology,2,907.46,1814.92,North
2022-01-24,Braided HDMI 4K Cable (2-Pack),,2,20.68,41.36,West
2022-01-03,Laptop Pro 15,Technology,20,1219.39,24387.8,South
2023-05-28,Document Filing Cabinet Tray,Office Supplies,3,33.25,99.75,South
2021-06-09,Document Filing Cabinet Tray,Office Supplies,2,33.3,66.6,West
2024-05-22,Wireless Noise-Canceling Headphones,Technology,5,205.84,1029.2,North
2021-01-31,Wireless Noise-Canceling Headphones,Technology,3,191.44,574.32,Central
2023-08-19,Heavy-Duty Stapler & Staples,Office Supplies,1,25.45,25.45,South
2021-01-04,Executive Ergonomic Desk,Furniture,5,573.96,2869.8,South
2025-03-07,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,5,20.37,101.85,South
2021-09-22,Conference Room Table,Furniture,5,837.26,4186.3,South
2024-04-01,Gel Pens Pack (24ct),Office Supplies,2,18.36,36.72,North
2022-05-26,Wireless Noise-Canceling Headphones,Technology,1,191.98,191.98,South
2025-01-16,Self-Adhesive Sticky Notes Bulk,Office Supplies,2,15.0,30.0,East
2023-09-24,4K Ultra HD Monitor,Technology,1,365.95,365.95,North
2025-03-23,HD Streaming Webcam 1080p,Electronics Accessories,8,70.31,562.48,North
2024-01-06,4K Ultra HD Monitor,Technology,2,338.1,676.2,North
2022-06-06,Laptop Pro 15,Technology,1,1214.84,1214.84,East
2024-10-14,Wireless Noise-Canceling Headphones,Technology,2,196.44,392.88,West
2021-06-05,Smartphone Ultra,Technology,5,896.45,4482.25,North
2022-05-08,High-Back Mesh Chair,Furniture,8,238.98,1911.84,North
2025-11-26,Laptop Pro 15,Technology,2,1192.89,2743.65,North
2025-09-04,Wireless Noise-Canceling Headphones,Technology,1,196.91,196.91,North
2025-06-30,Ergonomic Mechanical Keyboard,Technology,1,125.38,125.38,West
2025-12-27,Laptop Pro 15,Technology,3,1253.54,,North
2024-09-26,Document Filing Cabinet Tray,Office Supplies,3,35.02,105.06,Central
2025-06-15,External SSD 1TB,Electronics Accessories,2,112.09,224.18,South
2024-07-18,Heavy-Duty Stapler & Staples,Office Supplies,2,25.85,51.7,South
2025-03-06,Smartphone Ultra,Technology,3,873.57,2620.71,South
2025-05-17,Multipurpose Copy Paper (Carton),Office Supplies,1,41.45,41.45,South
2025-03-06,Executive Ergonomic Desk,Furniture,1,522.33,522.33,North
2021-03-15,Standing Desk Converter,Furniture,3,177.39,532.17,South
2024-10-21,Smartphone Ultra,Technology,1,890.71,890.71,Central
2023-10-30,Smartphone Ultra,Technology,1,876.76,876.76,East
2023-04-27,Heavy-Duty Stapler & Staples,Office Supplies,1,24.97,24.97,West
2023-12-05,High-Back Mesh Chair,Furniture,4,240.83,963.32,Central
2023-12-22,Laptop Pro 15,Technology,3,1242.02,4284.97,West
2024-02-19,Ergonomic Mechanical Keyboard,Technology,2,127.11,254.22,West
2024-09-22,Bookshelf 5-Tier,Furniture,2,153.51,307.02,North
2021-03-07,Bookshelf 5-Tier,Furniture,3,154.12,462.36,East
2024-12-20,4K Ultra HD Monitor,Technology,5,360.52,2072.99,North
2025-12-03,Executive Ergonomic Desk,Furniture,1,558.22,558.22,South
2023-03-02,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.17,20.17,East
2024-04-13,USB-C Fast Charging Hub,Electronics Accessories,5,50.99,254.95,Central
2024-01-02,Smartphone Ultra,Technology,1,938.75,938.75,South
2022-03-02,Laptop Pro 15,Technology,1,1212.02,1212.02,North
2022-03-30,Wireless Noise-Canceling Headphones,Technology,2,197.84,395.68,East
2024-02-28,High-Back Mesh Chair,Furniture,2,247.61,495.22,Central
2021-12-03,Wireless Noise-Canceling Headphones,Technology,2,196.57,393.14,Central
2023-09-01,4K Ultra HD Monitor,Technology,1,348.26,348.26,South
2024-12-25,Laptop Pro 15,Technology,3,1153.12,3978.26,South
2023-05-22,Standing Desk Converter,Furniture,2,184.37,368.74,North
2023-10-18,Wireless Noise-Canceling Headphones,Technology,4,204.3,817.2,East
2022-07-27,HD Streaming Webcam 1080p,Electronics Accessories,1,69.65,69.65,North
2023-06-28,Laptop Pro 15,Technology,1,1170.92,1170.92,East
2022-01-30,4K Ultra HD Monitor,Technology,1,342.01,342.01,West
2025-07-04,Smartphone Ultra,Technology,3,919.26,2757.78,North
2023-05-18,Laptop Pro 15,Technology,1,1209.02,1209.02,North
2021-10-02,Document Filing Cabinet Tray,Office Supplies,4,34.35,137.4,East
2023-02-06,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.69,15.69,North
2025-09-23,Wireless Noise-Canceling Headphones,Technology,4,200.34,801.36,East
2024-06-19,Self-Adhesive Sticky Notes Bulk,Office Supplies,4,16.17,64.68,North
2022-04-03,Standing Desk Converter,Furniture,15,181.34,2720.1,
2023-06-06,Laptop Pro 15,,5,1209.05,6045.25,West
2022-04-25,Heavy-Duty Stapler & Staples,Office Supplies,4,24.63,98.52,West
2021-10-17,Precision Wireless Mouse,Electronics Accessories,4,39.9,159.6,North
2024-11-22,Bookshelf 5-Tier,Furniture,2,149.5,343.85,South
2023-07-05,Multipurpose Copy Paper (Carton),Office Supplies,1,44.23,44.23,Central
2023-08-26,Standing Desk Converter,Furniture,2,182.85,365.7,East
2025-04-17,Laptop Pro 15,Technology,2,1231.55,2463.1,South
2021-03-04,Standing Desk Converter,Furniture,2,187.65,375.3,North
2025-01-25,Laptop Pro 15,Technology,1,1163.99,1163.99,South
2022-12-09,Bookshelf 5-Tier,Furniture,2,152.56,305.12,South
2021-04-16,Heavy-Duty Stapler & Staples,Office Supplies,3,24.37,73.11,Central
2024-06-05,Multipurpose Copy Paper (Carton),Office Supplies,1,42.33,42.33,East
2022-02-07,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.78,15.78,Central
2025-11-11,USB-C Fast Charging Hub,Electronics Accessories,3,50.17,150.51,North
2023-01-20,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,16.27,16.27,North
2021-02-20,Multipurpose Copy Paper (Carton),Office Supplies,4,43.48,173.92,West
2024-10-28,High-Back Mesh Chair,Furniture,1,254.75,254.75,West
2023-08-27,Bookshelf 5-Tier,Furniture,1,141.65,141.65,Central
2023-05-27,Ergonomic Mechanical Keyboard,Technology,2,124.51,249.02,North
2021-09-01,Executive Ergonomic Desk,,8,550.19,4401.52,Central
2024-09-18,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.39,15.39,South
2021-10-15,Heavy-Duty Stapler & Staples,Office Supplies,1,25.03,25.03,North
2021-12-10,Laptop Pro 15,Technology,3,1190.2,4106.19,South
2021-05-21,Conference Room Table,Furniture,3,776.41,2329.23,Central
2022-02-15,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,20,19.39,387.8,West
2025-04-13,Self-Adhesive Sticky Notes Bulk,Office Supplies,3,15.84,47.52,Central
2021-09-02,Multipurpose Copy Paper (Carton),Office Supplies,1,41.96,41.96,Central
2025-08-07,4K Ultra HD Monitor,Technology,1,362.06,362.06,East
2022-11-01,Executive Ergonomic Desk,Furniture,3,528.56,1823.53,Central
2024-08-20,Laptop Pro 15,Technology,5,1184.05,5920.25,South
2021-08-15,External SSD 1TB,Electronics Accessories,2,111.24,222.48,East
2025-07-02,Multipurpose Copy Paper (Carton),Office Supplies,5,43.92,219.6,East
2022-04-08,USB-C Fast Charging Hub,Electronics Accessories,1,47.51,47.51,West
2025-12-29,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.77,15.77,East
2022-01-21,Ergonomic Mechanical Keyboard,Technology,5,125.24,626.2,East
2025-06-16,Precision Wireless Mouse,Electronics Accessories,1,39.54,39.54,South
2024-08-24,Smartphone Ultra,,3,923.09,2769.27,Central
2024-12-16,Gel Pens Pack (24ct),Office Supplies,2,18.72,43.06,West
2021-03-16,High-Back Mesh Chair,Furniture,1,255.73,255.73,East
2021-02-04,External SSD 1TB,Electronics Accessories,1,109.37,109.37,South
2021-12-14,Bookshelf 5-Tier,Furniture,2,146.82,337.69,Central
2024-07-03,Gel Pens Pack (24ct),Office Supplies,1,18.42,18.42,South
2021-01-29,4K Ultra HD Monitor,Technology,2,343.87,687.74,Central
2023-05-22,External SSD 1TB,Electronics Accessories,1,114.9,114.9,East
2022-09-27,Heavy-Duty Stapler & Staples,Office Supplies,2,24.18,48.36,Central
2025-05-12,Laptop Pro 15,Technology,1,1184.21,1184.21,Central
2024-02-18,Gel Pens Pack (24ct),Office Supplies,2,17.87,35.74,North
2023-09-14,Ergonomic Mechanical Keyboard,Technology,2,136.05,272.1,North
2025-06-11,USB-C Fast Charging Hub,Electronics Accessories,3,47.66,142.98,East
2025-11-29,Laptop Pro 15,Technology,10,1200.55,13806.32,East
2025-11-08,4K Ultra HD Monitor,Technology,3,343.38,1030.14,Central
2022-07-09,4K Ultra HD Monitor,Technology,2,342.98,685.96,East
2025-07-15,4K Ultra HD Monitor,Technology,2,333.38,666.76,West
2024-04-02,Conference Room Table,Furniture,2,796.27,1592.54,East
2025-08-09,High-Back Mesh Chair,Furniture,2,259.85,519.7,North
2022-12-27,Bookshelf 5-Tier,Furniture,3,143.76,495.97,West
2022-06-02,Precision Wireless Mouse,Electronics Accessories,1,41.95,41.95,South
2024-06-02,HD Streaming Webcam 1080p,Electronics Accessories,2,70.92,141.84,Central
2021-05-22,Wireless Noise-Canceling Headphones,Technology,2,203.11,406.22,South
2022-04-10,Laptop Pro 15,Technology,3,1190.0,3570.0,East
2021-06-29,Wireless Noise-Canceling Headphones,Technology,10,199.73,1997.3,South
2022-12-23,Executive Ergonomic Desk,Furniture,1,538.16,618.88,East
2022-05-10,External SSD 1TB,Electronics Accessories,2,106.81,213.62,South
2023-07-30,Bookshelf 5-Tier,Furniture,2,150.99,301.98,North
2024-06-18,Gel Pens Pack (24ct),Office Supplies,1,18.98,18.98,North
2022-04-09,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.89,15.89,Central
2021-02-25,Self-Adhesive Sticky Notes Bulk,Office Supplies,4,14.95,59.8,East
2021-02-10,Heavy-Duty Stapler & Staples,Office Supplies,2,24.32,48.64,North
2025-03-23,Wireless Noise-Canceling Headphones,Technology,1,203.56,203.56,North
2022-08-13,Conference Room Table,Furniture,2,790.82,1581.64,Central
2021-10-22,External SSD 1TB,Electronics Accessories,2,113.79,227.58,North
2023-02-03,Wireless Noise-Canceling Headphones,Technology,2,199.79,399.58,South
2025-01-29,Executive Ergonomic Desk,Furniture,2,567.33,1134.66,East
2021-03-20,Bookshelf 5-Tier,Furniture,3,142.05,426.15,South
2025-01-20,Executive Ergonomic Desk,Furniture,1,550.04,550.04,East
2024-11-02,Bookshelf 5-Tier,Furniture,3,142.52,491.69,South
2024-06-09,High-Back Mesh Chair,Furniture,1,246.7,246.7,South
2025-03-29,Wireless Noise-Canceling Headphones,Technology,2,190.26,380.52,East
2025-04-28,Wireless Noise-Canceling Headphones,Technology,1,203.59,203.59,West
2024-12-29,Precision Wireless Mouse,Electronics Accessories,1,38.8,44.62,North
2021-08-19,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,20.91,62.73,West
2021-03-13,Standing Desk Converter,Furniture,1,188.56,188.56,Central
2021-06-10,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.23,20.23,West
2025-09-05,Smartphone Ultra,Technology,10,920.25,9202.5,Central
2024-02-06,Heavy-Duty Stapler & Staples,Office Supplies,3,25.51,76.53,South
2022-03-20,Bookshelf 5-Tier,Furniture,2,151.2,302.4,East
2024-11-15,Heavy-Duty Stapler & Staples,Office Supplies,1,24.79,28.51,North
2021-09-22,Standing Desk Converter,Furniture,2,184.06,368.12,North
2025-06-09,Self-Adhesive Sticky Notes Bulk,Office Supplies,8,16.03,128.24,South
2023-01-29,Smartphone Ultra,Technology,3,938.01,2814.03,
2025-03-29,Bookshelf 5-Tier,Furniture,1,144.72,144.72,East
2024-06-13,Multipurpose Copy Paper (Carton),Office Supplies,1,44.31,44.31,East
2023-05-01,High-Back Mesh Chair,,4,246.02,984.08,Central
2024-08-21,4K Ultra HD Monitor,Technology,2,333.93,667.86,West
2022-11-26,Standing Desk Converter,Furniture,20,181.52,4174.96,West
2025-11-15,Laptop Pro 15,Technology,1,1225.58,1409.42,North
2022-03-26,Bookshelf 5-Tier,Furniture,3,146.27,438.81,West
2025-12-04,Multipurpose Copy Paper (Carton),Office Supplies,1,41.9,48.18,West
2021-12-04,Smartphone Ultra,Technology,3,878.26,2634.78,North
2025-10-15,Document Filing Cabinet Tray,Office Supplies,1,36.67,36.67,North
2024-06-22,Bookshelf 5-Tier,Furniture,2,147.91,295.82,West
2024-10-13,Ergonomic Mechanical Keyboard,Technology,8,126.78,1014.24,North
2023-01-26,Smartphone Ultra,Technology,1,928.11,928.11,Central
2023-05-01,Heavy-Duty Stapler & Staples,Office Supplies,1,24.62,24.62,North
2024-09-28,Heavy-Duty Stapler & Staples,Office Supplies,3,26.24,78.72,Central
2023-04-12,Laptop Pro 15,Technology,3,1157.04,3471.12,Central
2023-05-30,USB-C Fast Charging Hub,Electronics Accessories,2,47.53,95.06,East
2025-04-10,Gel Pens Pack (24ct),Office Supplies,2,19.25,38.5,North
2023-02-14,Heavy-Duty Stapler & Staples,Office Supplies,1,25.66,25.66,Central
2023-11-28,Precision Wireless Mouse,Electronics Accessories,1,41.46,47.68,South
2021-01-06,Wireless Noise-Canceling Headphones,Technology,10,192.48,1924.8,East
2021-07-13,Bookshelf 5-Tier,Furniture,2,150.36,300.72,East
2025-03-26,HD Streaming Webcam 1080p,Electronics Accessories,4,66.84,267.36,South
2023-05-03,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,4,19.03,76.12,Central
2024-03-18,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,4,19.98,79.92,East
2023-09-27,Smartphone Ultra,Technology,1,884.96,884.96,East
2024-06-18,Executive Ergonomic Desk,Furniture,2,574.76,1149.52,Central
2021-10-30,Wireless Noise-Canceling Headphones,Technology,2,201.8,403.6,Central
2021-10-07,Conference Room Table,Furniture,1,778.01,778.01,North
2021-04-01,Standing Desk Converter,Furniture,2,172.47,344.94,East
2025-11-25,4K Ultra HD Monitor,Technology,1,353.53,406.56,South
2021-05-03,USB-C Fast Charging Hub,Electronics Accessories,1,49.37,49.37,North
2024-10-31,Gel Pens Pack (24ct),Office Supplies,3,19.67,59.01,South
2022-09-26,Bookshelf 5-Tier,Furniture,4,143.7,574.8,West
2023-08-25,USB-C Fast Charging Hub,Electronics Accessories,1,48.26,48.26,South
2025-03-28,Multipurpose Copy Paper (Carton),Office Supplies,1,40.58,40.58,Central
2025-02-26,External SSD 1TB,Electronics Accessories,1,108.09,108.09,South
2023-07-22,Executive Ergonomic Desk,Furniture,2,530.78,1061.56,East
2022-11-04,Precision Wireless Mouse,Electronics Accessories,2,39.47,78.94,North
2025-03-11,Executive Ergonomic Desk,Furniture,3,528.81,1586.43,Central
2021-05-27,4K Ultra HD Monitor,Technology,1,349.54,349.54,West
2021-07-05,4K Ultra HD Monitor,Technology,2,335.37,670.74,West
2022-05-15,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,19.63,19.63,West
2021-09-13,Gel Pens Pack (24ct),Office Supplies,1,18.96,18.96,West
2025-05-12,Bookshelf 5-Tier,Furniture,1,153.32,153.32,East
2025-05-10,Laptop Pro 15,Technology,2,1191.8,2383.6,East
2024-01-02,Laptop Pro 15,Technology,1,1206.72,1206.72,West
2023-07-13,Ergonomic Mechanical Keyboard,Technology,2,131.55,263.1,North
2023-11-20,Precision Wireless Mouse,Electronics Accessories,2,41.48,95.4,East
2022-07-26,Ergonomic Mechanical Keyboard,Technology,1,134.77,134.77,West
2023-11-11,HD Streaming Webcam 1080p,Electronics Accessories,3,68.61,236.7,North
2025-02-28,Conference Room Table,Furniture,4,824.53,3298.12,
2023-07-06,Multipurpose Copy Paper (Carton),,3,41.74,125.22,Central
2023-07-04,Ergonomic Mechanical Keyboard,Technology,2,128.46,256.92,East
2023-03-13,Standing Desk Converter,Furniture,1,180.17,180.17,North
2024-04-24,High-Back Mesh Chair,Furniture,8,239.97,1919.76,Central
2021-03-20,Executive Ergonomic Desk,Furniture,4,560.26,2241.04,South
2022-09-02,Smartphone Ultra,,2,885.9,1771.8,South
2023-12-08,Precision Wireless Mouse,Electronics Accessories,5,41.9,209.5,North
2021-10-20,Executive Ergonomic Desk,Furniture,3,522.09,1566.27,South
2021-09-19,4K Ultra HD Monitor,Technology,1,360.58,360.58,East
2022-03-19,High-Back Mesh Chair,Furniture,4,243.36,973.44,South
2025-02-22,Wireless Noise-Canceling Headphones,Technology,2,191.81,383.62,North
2021-02-12,Self-Adhesive Sticky Notes Bulk,Office Supplies,5,15.23,76.15,East
2025-06-25,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.77,20.77,East
2023-04-12,External SSD 1TB,Electronics Accessories,4,114.71,458.84,Central
2024-07-18,High-Back Mesh Chair,,5,252.36,1261.8,South
2023-02-07,Wireless Noise-Canceling Headphones,Technology,2,200.48,400.96,South
2021-04-15,Smartphone Ultra,Technology,8,887.75,7102.0,Central
2021-08-09,Document Filing Cabinet Tray,Office Supplies,2,34.18,68.36,East
2022-07-07,Smartphone Ultra,Technology,1,874.29,874.29,East
2025-07-17,Bookshelf 5-Tier,Furniture,8,151.67,1213.36,South
2023-03-31,HD Streaming Webcam 1080p,Electronics Accessories,8,69.17,553.36,East
2022-06-06,Ergonomic Mechanical Keyboard,Technology,2,130.83,261.66,West
2024-05-10,Conference Room Table,Furniture,3,792.82,2378.46,North
2025-06-08,Multipurpose Copy Paper (Carton),Office Supplies,1,41.29,41.29,North
2021-10-23,Document Filing Cabinet Tray,Office Supplies,2,36.31,72.62,South
2023-01-23,Bookshelf 5-Tier,Furniture,1,146.81,146.81,South
2023-04-08,Laptop Pro 15,Technology,1,1241.6,1241.6,West
2021-09-02,Smartphone Ultra,Technology,4,875.21,3500.84,West
2022-05-31,HD Streaming Webcam 1080p,Electronics Accessories,1,71.7,71.7,North
2023-12-22,Executive Ergonomic Desk,Furniture,1,536.03,616.43,East
2023-05-09,Executive Ergonomic Desk,Furniture,3,526.71,1580.13,West
2024-05-14,Laptop Pro 15,Technology,1,1256.69,1256.69,Central
INVALID_DATE,High-Back Mesh Chair,Furniture,1,253.96,253.96,Central
2021-07-12,Smartphone Ultra,Technology,3,869.89,2609.67,North
2024-12-01,Multipurpose Copy Paper (Carton),Office Supplies,2,40.48,93.1,South
2021-01-13,4K Ultra HD Monitor,Technology,2,337.57,675.14,North
2024-02-02,Heavy-Duty Stapler & Staples,Office Supplies,1,25.62,25.62,East
2021-02-11,External SSD 1TB,Electronics Accessories,1,110.16,110.16,East
2023-03-05,Conference Room Table,Furniture,3,781.81,2345.43,North
2021-08-01,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,14.79,14.79,South
2024-01-10,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.12,15.12,East
2021-08-28,High-Back Mesh Chair,Furniture,20,242.63,4852.6,East
2025-12-12,Standing Desk Converter,Furniture,1,186.99,215.04,West
2022-02-17,Heavy-Duty Stapler & Staples,Office Supplies,1,24.97,24.97,Central
2024-01-02,Multipurpose Copy Paper (Carton),Office Supplies,2,43.22,86.44,North
2023-04-17,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,15.94,15.94,West
2025-06-27,Heavy-Duty Stapler & Staples,Office Supplies,2,24.59,49.18,North
2025-03-27,Heavy-Duty Stapler & Staples,Office Supplies,2,24.77,49.54,Central
2024-09-21,USB-C Fast Charging Hub,Electronics Accessories,1,47.81,47.81,West
2022-11-06,Conference Room Table,Furniture,1,784.72,902.43,West
2021-07-11,Bookshelf 5-Tier,Furniture,3,143.87,431.61,South
2022-10-11,High-Back Mesh Chair,Furniture,1,247.2,247.2,East
2025-04-23,Standing Desk Converter,Furniture,1,177.16,177.16,East
2022-05-13,Ergonomic Mechanical Keyboard,Technology,10,124.27,1242.7,East
2021-12-26,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.53,23.61,Central
2023-01-24,Wireless Noise-Canceling Headphones,Technology,3,192.64,577.92,Central
2025-01-22,Smartphone Ultra,Technology,4,899.38,3597.52,West
2023-11-26,4K Ultra HD Monitor,Technology,3,336.15,,East
2025-10-04,External SSD 1TB,Electronics Accessories,3,105.77,317.31,North
2025-05-11,Precision Wireless Mouse,Electronics Accessories,2,38.81,77.62,South
2022-08-04,Laptop Pro 15,Technology,3,1258.82,3776.46,South
2022-05-08,Standing Desk Converter,Furniture,10,178.28,1782.8,South
2021-06-21,Wireless Noise-Canceling Headphones,Technology,1,198.09,198.09,West
2021-07-08,Multipurpose Copy Paper (Carton),Office Supplies,1,43.86,43.86,North
2023-11-23,Gel Pens Pack (24ct),Office Supplies,2,18.49,42.53,East
2023-03-21,Laptop Pro 15,Technology,3,1236.03,3708.09,West
2021-12-26,Document Filing Cabinet Tray,Office Supplies,2,34.69,79.79,North
2025-03-15,Ergonomic Mechanical Keyboard,Technology,1,131.96,131.96,South
2023-12-10,Document Filing Cabinet Tray,Office Supplies,2,33.62,77.33,East
2022-10-22,USB-C Fast Charging Hub,Electronics Accessories,2,47.54,95.08,North
2024-01-29,USB-C Fast Charging Hub,Electronics Accessories,1,51.51,51.51,Central
2024-07-05,Bookshelf 5-Tier,Furniture,10,147.82,1478.2,Central
2024-08-25,Smartphone Ultra,Technology,1,898.26,898.26,
2021-01-11,Smartphone Ultra,Technology,8,937.05,7496.4,North
2022-02-16,Precision Wireless Mouse,Electronics Accessories,1,41.99,41.99,East
2023-08-13,Laptop Pro 15,Technology,4,1244.98,4979.92,North
2024-06-20,High-Back Mesh Chair,Furniture,1,258.31,258.31,
2022-11-29,Precision Wireless Mouse,Electronics Accessories,1,41.56,47.79,North
2022-02-24,Multipurpose Copy Paper (Carton),Office Supplies,1,44.4,44.4,West
2023-08-12,Bookshelf 5-Tier,Furniture,2,152.53,305.06,South
2024-01-24,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,16.09,16.09,North
2023-04-18,4K Ultra HD Monitor,Technology,1,352.49,352.49,East
2023-02-14,Multipurpose Copy Paper (Carton),Office Supplies,2,41.12,82.24,South
2021-07-30,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,2,19.5,39.0,Central
2021-12-01,Bookshelf 5-Tier,Furniture,1,146.24,,Central
2024-10-04,Heavy-Duty Stapler & Staples,Office Supplies,2,24.63,49.26,Central
2022-06-25,High-Back Mesh Chair,Furniture,2,258.5,517.0,Central
2024-02-11,High-Back Mesh Chair,Furniture,3,238.29,714.87,East
2021-04-07,High-Back Mesh Chair,Furniture,2,258.04,516.08,West
2022-11-15,Laptop Pro 15,Technology,2,1140.29,2280.58,North
2025-09-19,Wireless Noise-Canceling Headphones,Technology,3,208.47,625.41,Central
2023-12-01,Ergonomic Mechanical Keyboard,Technology,1,132.75,152.66,East
2025-04-18,Multipurpose Copy Paper (Carton),Office Supplies,1,40.47,40.47,Central
2023-07-08,Smartphone Ultra,Technology,2,886.16,1772.32,South
2025-11-01,Executive Ergonomic Desk,Furniture,1,563.0,647.45,North
2023-05-20,Heavy-Duty Stapler & Staples,Office Supplies,1,23.86,23.86,North
2024-05-26,Conference Room Table,Furniture,1,831.89,831.89,South
2025-08-21,Heavy-Duty Stapler & Staples,Office Supplies,1,24.76,24.76,North
2024-07-12,4K Ultra HD Monitor,Technology,1,344.02,344.02,South
2023-07-13,Conference Room Table,Furniture,2,831.35,1662.7,West
2022-10-17,Multipurpose Copy Paper (Carton),Office Supplies,2,43.5,87.0,East
2025-09-11,Wireless Noise-Canceling Headphones,Technology,1,201.76,201.76,Central
2023-11-21,Wireless Noise-Canceling Headphones,Technology,1,190.91,219.55,North
2024-09-21,Gel Pens Pack (24ct),Office Supplies,5,17.86,89.3,East
2023-11-03,Precision Wireless Mouse,Electronics Accessories,2,39.72,91.36,South
2025-10-06,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,3,19.87,59.61,South
2024-01-02,Self-Adhesive Sticky Notes Bulk,Office Supplies,2,16.1,32.2,South
2021-09-16,Executive Ergonomic Desk,Furniture,1,564.13,564.13,
2021-03-31,HD Streaming Webcam 1080p,Electronics Accessories,1,69.62,69.62,East
2021-01-30,USB-C Fast Charging Hub,Electronics Accessories,1,48.1,48.1,West
2021-01-22,Laptop Pro 15,Technology,1,1196.3,1196.3,West
2025-12-16,HD Streaming Webcam 1080p,Electronics Accessories,2,71.67,164.84,South
2022-11-07,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,8,19.09,152.72,South
2023-04-29,USB-C Fast Charging Hub,Electronics Accessories,2,49.14,98.28,North
2022-05-18,High-Back Mesh Chair,Furniture,3,258.07,774.21,South
2025-07-12,High-Back Mesh Chair,Furniture,2,250.86,501.72,
2021-09-03,4K Ultra HD Monitor,Technology,2,339.47,678.94,South
2021-03-27,4K Ultra HD Monitor,Technology,3,335.66,1006.98,East
2023-06-23,Document Filing Cabinet Tray,Office Supplies,1,34.48,34.48,North
2023-11-14,Wireless Noise-Canceling Headphones,Technology,3,204.78,706.49,North
2021-01-31,Executive Ergonomic Desk,Furniture,5,563.02,2815.1,South
2023-08-07,Ergonomic Mechanical Keyboard,Technology,1,123.81,123.81,North
2021-04-23,Ergonomic Mechanical Keyboard,Technology,1,134.34,134.34,South
2022-08-25,Gel Pens Pack (24ct),Office Supplies,2,17.94,35.88,East
2023-03-08,Heavy-Duty Stapler & Staples,Office Supplies,8,25.5,204.0,East
2021-10-28,Bookshelf 5-Tier,Furniture,1,150.63,150.63,North
2024-07-09,Bookshelf 5-Tier,Furniture,3,149.65,448.95,North
2022-12-18,HD Streaming Webcam 1080p,Electronics Accessories,3,68.89,237.67,East
2025-10-11,Executive Ergonomic Desk,Furniture,15,574.86,8622.9,Central
2023-01-31,Ergonomic Mechanical Keyboard,Technology,1,123.81,123.81,South
2023-07-15,Laptop Pro 15,Technology,1,1205.49,1205.49,West
2024-12-26,Precision Wireless Mouse,Electronics Accessories,2,39.29,78.58,North
2023-07-12,Wireless Noise-Canceling Headphones,Technology,1,203.28,203.28,South
2025-07-04,Wireless Noise-Canceling Headphones,Technology,3,206.32,618.96,North
2022-02-27,Self-Adhesive Sticky Notes Bulk,Office Supplies,1,16.09,16.09,East
2021-08-01,Wireless Noise-Canceling Headphones,Technology,2,204.13,408.26,East
2024-03-06,Smartphone Ultra,Technology,1,858.8,858.8,North
2023-05-18,Multipurpose Copy Paper (Carton),Office Supplies,1,41.85,41.85,East
2023-09-15,Wireless Noise-Canceling Headphones,Technology,8,195.9,1567.2,West
2024-02-02,Ergonomic Mechanical Keyboard,Technology,8,129.53,1036.24,West
2024-01-10,Document Filing Cabinet Tray,Office Supplies,1,34.84,34.84,West
2025-06-22,Braided HDMI 4K Cable (2-Pack),Electronics Accessories,1,20.36,20.36,South
2025-08-29,Bookshelf 5-Tier,Furniture,1,152.97,152.97,West
2022-10-30,Ergonomic Mechanical Keyboard,Technology,1,135.5,135.5,East
2025-12-13,4K Ultra HD Monitor,Technology,3,353.15,1218.37,North
2021-10-10,Standing Desk Converter,Furniture,2,185.4,370.8,Central
2022-03-02,Ergonomic Mechanical Keyboard,Technology,3,131.25,393.75,North
2025-10-17,4K Ultra HD Monitor,Technology,1,355.37,355.37,North
2024-06-12,USB-C Fast Charging Hub,Electronics Accessories,2,51.34,102.68,South
2021-08-29,Laptop Pro 15,Technology,1,1206.94,1206.94,Central
2025-08-03,USB-C Fast Charging Hub,,2,51.48,102.96,South
2023-12-04,4K Ultra HD Monitor,Technology,1,348.83,401.15,South
